node_name,timestamp,trigger_reason,confidence,entry_price,node_type,tags,workflow_matches,validation_status,meta_total_workflow_steps,meta_matched_conditions,meta_data_row_index,meta_volume,meta_time_of_day
Dark Pool Signature / Block Print Node,2024-08-02 07:00:00,"3/4 conditions met: Large print/block detected (size: 1341, vol: 1173); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 1341, vol: 1173)",High,1.07966,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 1341, vol: 1173)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 3)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 1341, vol: 1173)'}]",3,1173,7.0
Gamma Pin / Dealer Magnet Edge,2024-08-02 07:00:00,4/4 conditions met: Gamma/OI detected (70); Gamma/OI detected (70); Gamma/OI detected (70),High (with data),1.07966,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (70)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (70)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (70)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (70)'}]",3,1173,7.0
Block Order Footprint Detection,2024-08-02 08:00:00,"4/4 conditions met: Large print/block detected (size: 110, vol: 1782); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (164)",High,1.0803,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 110, vol: 1782)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 3)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (164)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 563817)'}]",4,1782,8.0
Dark Pool Signature / Block Print Node,2024-08-02 08:00:00,"3/4 conditions met: Large print/block detected (size: 110, vol: 1782); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 110, vol: 1782)",High,1.0803,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 110, vol: 1782)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 3)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 110, vol: 1782)'}]",4,1782,8.0
Gamma Pin / Dealer Magnet Edge,2024-08-02 08:00:00,4/4 conditions met: Gamma/OI detected (164); Gamma/OI detected (164); Gamma/OI detected (164),High (with data),1.0803,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (164)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (164)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (164)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (164)'}]",4,1782,8.0
Block Order Footprint Detection,2024-08-02 09:00:00,"4/4 conditions met: Large print/block detected (size: 7667, vol: 4264); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (136)",High,1.07952,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 7667, vol: 4264)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 1)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (136)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 1349777)'}]",5,4264,9.0
Dark Pool Signature / Block Print Node,2024-08-02 09:00:00,"3/4 conditions met: Large print/block detected (size: 7667, vol: 4264); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 7667, vol: 4264)",High,1.07952,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 7667, vol: 4264)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 1)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 7667, vol: 4264)'}]",5,4264,9.0
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:00:00,4/4 conditions met: Gamma/OI detected (136); Gamma/OI detected (136); Gamma/OI detected (136),High (with data),1.07952,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (136)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (136)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (136)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (136)'}]",5,4264,9.0
Block Order Footprint Detection,2024-08-02 10:00:00,"3/4 conditions met: Large print/block detected (size: 19523, vol: 7011); Gamma/OI detected (256); Liquidity conditions met (proxy: 2218250)",High,1.0803,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",3,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 19523, vol: 7011)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (256)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 2218250)'}]",6,7011,10.0
Fusion Node—Liquidity + Gamma + Time,2024-08-02 10:00:00,4/4 conditions met: Key time window (hour: 10.0); Gamma/OI detected (256); Key time window (hour: 10.0),Highest,1.0803,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 10.0)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (256)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 10.0)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",6,7011,10.0
Gamma Pin / Dealer Magnet Edge,2024-08-02 10:00:00,4/4 conditions met: Gamma/OI detected (256); Gamma/OI detected (256); Gamma/OI detected (256),High (with data),1.0803,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (256)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (256)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (256)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (256)'}]",6,7011,10.0
Block Order Footprint Detection,2024-08-02 11:00:00,"4/4 conditions met: Large print/block detected (size: 6, vol: 4587); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (82)",High,1.08135,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 6, vol: 4587)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 1)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (82)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 1450343)'}]",7,4587,11.0
Dark Pool Signature / Block Print Node,2024-08-02 11:00:00,"3/4 conditions met: Large print/block detected (size: 6, vol: 4587); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 6, vol: 4587)",High,1.08135,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 6, vol: 4587)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 1)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 6, vol: 4587)'}]",7,4587,11.0
Gamma Pin / Dealer Magnet Edge,2024-08-02 11:00:00,4/4 conditions met: Gamma/OI detected (82); Gamma/OI detected (82); Gamma/OI detected (82),High (with data),1.08135,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (82)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (82)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (82)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (82)'}]",7,4587,11.0
Block Order Footprint Detection,2024-08-02 12:00:00,"4/4 conditions met: Large print/block detected (size: 458, vol: 3931); Volume/footprint activity (spike: False, clusters: 2); Gamma/OI detected (162)",High,1.08194,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 458, vol: 3931)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 2)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (162)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 1242462)'}]",8,3931,12.0
Fusion Node—Liquidity + Gamma + Time,2024-08-02 12:00:00,4/4 conditions met: Key time window (hour: 12.0); Gamma/OI detected (162); Key time window (hour: 12.0),Highest,1.08194,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 12.0)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (162)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 12.0)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",8,3931,12.0
Dark Pool Signature / Block Print Node,2024-08-02 12:00:00,"3/4 conditions met: Large print/block detected (size: 458, vol: 3931); Volume/footprint activity (spike: False, clusters: 2); Large print/block detected (size: 458, vol: 3931)",High,1.08194,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 458, vol: 3931)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 2)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 458, vol: 3931)'}]",8,3931,12.0
Gamma Pin / Dealer Magnet Edge,2024-08-02 12:00:00,4/4 conditions met: Gamma/OI detected (162); Gamma/OI detected (162); Gamma/OI detected (162),High (with data),1.08194,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (162)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (162)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (162)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (162)'}]",8,3931,12.0
Block Order Footprint Detection,2024-08-02 13:00:00,"4/4 conditions met: Large print/block detected (size: 1107, vol: 3767); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (179)",High,1.0822,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 1107, vol: 3767)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 3)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (179)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 1190431)'}]",9,3767,13.0
Dark Pool Signature / Block Print Node,2024-08-02 13:00:00,"3/4 conditions met: Large print/block detected (size: 1107, vol: 3767); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 1107, vol: 3767)",High,1.0822,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 1107, vol: 3767)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 3)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 1107, vol: 3767)'}]",9,3767,13.0
Gamma Pin / Dealer Magnet Edge,2024-08-02 13:00:00,4/4 conditions met: Gamma/OI detected (179); Gamma/OI detected (179); Gamma/OI detected (179),High (with data),1.0822,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (179)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (179)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (179)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (179)'}]",9,3767,13.0
Block Order Footprint Detection,2024-08-02 14:00:00,"4/4 conditions met: Large print/block detected (size: 18482, vol: 4219); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (274)",High,1.08303,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 18482, vol: 4219)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 1)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (274)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 1332571)'}]",10,4219,14.0
Dark Pool Signature / Block Print Node,2024-08-02 14:00:00,"3/4 conditions met: Large print/block detected (size: 18482, vol: 4219); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 18482, vol: 4219)",High,1.08303,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 18482, vol: 4219)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 1)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 18482, vol: 4219)'}]",10,4219,14.0
Gamma Pin / Dealer Magnet Edge,2024-08-02 14:00:00,4/4 conditions met: Gamma/OI detected (274); Gamma/OI detected (274); Gamma/OI detected (274),High (with data),1.08303,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (274)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (274)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (274)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (274)'}]",10,4219,14.0
Block Order Footprint Detection,2024-08-02 15:00:00,"4/4 conditions met: Large print/block detected (size: 7983, vol: 10249); Volume/footprint activity (spike: True, clusters: 0); Gamma/OI detected (331)",High,1.08901,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 7983, vol: 10249)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: True, clusters: 0)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (331)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 3224964)'}]",11,10249,15.0
Dark Pool Signature / Block Print Node,2024-08-02 15:00:00,"3/4 conditions met: Large print/block detected (size: 7983, vol: 10249); Volume/footprint activity (spike: True, clusters: 0); Large print/block detected (size: 7983, vol: 10249)",High,1.08901,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 7983, vol: 10249)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: True, clusters: 0)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 7983, vol: 10249)'}]",11,10249,15.0
