node_name,confidence,entry_timestamp,entry_price,exit_timestamp,exit_price,exit_reason,position_size,stop_loss,take_profit,pnl_points,pnl_percent,duration_held,trigger_reason,tags,workflow_matches,status
Dark Pool Signature / Block Print Node,High,2024-08-02 07:00:00,1.07966,2024-08-05 03:00:00,1.09156,TIMEOUT,10.0,1.0746600000000002,1.0971599999999997,0.11900000000000022,11.021988403756758,20,"3/4 conditions met: Large print/block detected (size: 1341, vol: 1173); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 1341, vol: 1173)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 07:00:00,1.07966,2024-08-05 03:00:00,1.09156,TIMEOUT,10.0,1.0746600000000002,1.0989099999999996,0.11900000000000022,11.021988403756758,20,4/4 conditions met: Gamma/OI detected (70); Gamma/OI detected (70); Gamma/OI detected (70),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 08:00:00,1.0803,2024-08-05 04:00:00,1.09179,TIMEOUT,10.0,1.0753000000000001,1.0977999999999997,0.1149,10.635934462649264,20,"4/4 conditions met: Large print/block detected (size: 110, vol: 1782); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (164)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 08:00:00,1.0803,2024-08-05 04:00:00,1.09179,TIMEOUT,10.0,1.0753000000000001,1.0977999999999997,0.1149,10.635934462649264,20,"3/4 conditions met: Large print/block detected (size: 110, vol: 1782); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 110, vol: 1782)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 08:00:00,1.0803,2024-08-05 04:00:00,1.09179,TIMEOUT,10.0,1.0753000000000001,1.0995499999999996,0.1149,10.635934462649264,20,4/4 conditions met: Gamma/OI detected (164); Gamma/OI detected (164); Gamma/OI detected (164),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 09:00:00,1.07952,2024-08-05 05:00:00,1.09207,TIMEOUT,10.0,1.0745200000000001,1.0970199999999997,0.1255000000000006,11.62553727582635,20,"4/4 conditions met: Large print/block detected (size: 7667, vol: 4264); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (136)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 09:00:00,1.07952,2024-08-05 05:00:00,1.09207,TIMEOUT,10.0,1.0745200000000001,1.0970199999999997,0.1255000000000006,11.62553727582635,20,"3/4 conditions met: Large print/block detected (size: 7667, vol: 4264); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 7667, vol: 4264)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 09:00:00,1.07952,2024-08-05 05:00:00,1.09207,TIMEOUT,10.0,1.0745200000000001,1.0987699999999996,0.1255000000000006,11.62553727582635,20,4/4 conditions met: Gamma/OI detected (136); Gamma/OI detected (136); Gamma/OI detected (136),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 10:00:00,1.0803,2024-08-05 06:00:00,1.09295,TIMEOUT,10.0,1.0753000000000001,1.0977999999999997,0.1265000000000005,11.70971026566699,20,"3/4 conditions met: Large print/block detected (size: 19523, vol: 7011); Gamma/OI detected (256); Liquidity conditions met (proxy: 2218250)","Block, Footprint, Breakout, Absorption",3,CLOSED_TIMEOUT
Fusion Node—Liquidity + Gamma + Time,Highest,2024-08-02 10:00:00,1.0803,2024-08-05 06:00:00,1.09295,TIMEOUT,10.0,1.0773000000000001,1.0946999999999996,0.1265000000000005,11.70971026566699,20,4/4 conditions met: Key time window (hour: 10.0); Gamma/OI detected (256); Key time window (hour: 10.0),"Fusion, Gamma, Liquidity, Time, Confluence",4,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 10:00:00,1.0803,2024-08-05 06:00:00,1.09295,TIMEOUT,10.0,1.0753000000000001,1.0995499999999996,0.1265000000000005,11.70971026566699,20,4/4 conditions met: Gamma/OI detected (256); Gamma/OI detected (256); Gamma/OI detected (256),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 11:00:00,1.08135,2024-08-05 07:00:00,1.09313,TIMEOUT,10.0,1.0763500000000001,1.0988499999999997,0.11779999999999902,10.893790169695198,20,"4/4 conditions met: Large print/block detected (size: 6, vol: 4587); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (82)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 11:00:00,1.08135,2024-08-05 07:00:00,1.09313,TIMEOUT,10.0,1.0763500000000001,1.0988499999999997,0.11779999999999902,10.893790169695198,20,"3/4 conditions met: Large print/block detected (size: 6, vol: 4587); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 6, vol: 4587)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 11:00:00,1.08135,2024-08-05 07:00:00,1.09313,TIMEOUT,10.0,1.0763500000000001,1.1005999999999996,0.11779999999999902,10.893790169695198,20,4/4 conditions met: Gamma/OI detected (82); Gamma/OI detected (82); Gamma/OI detected (82),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 12:00:00,1.08194,2024-08-05 08:00:00,1.09112,TIMEOUT,10.0,1.07694,1.0994399999999995,0.09180000000000188,8.48475885908663,20,"4/4 conditions met: Large print/block detected (size: 458, vol: 3931); Volume/footprint activity (spike: False, clusters: 2); Gamma/OI detected (162)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Fusion Node—Liquidity + Gamma + Time,Highest,2024-08-02 12:00:00,1.08194,2024-08-05 08:00:00,1.09112,TIMEOUT,10.0,1.07894,1.0963399999999994,0.09180000000000188,8.48475885908663,20,4/4 conditions met: Key time window (hour: 12.0); Gamma/OI detected (162); Key time window (hour: 12.0),"Fusion, Gamma, Liquidity, Time, Confluence",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 12:00:00,1.08194,2024-08-05 08:00:00,1.09112,TIMEOUT,10.0,1.07694,1.0994399999999995,0.09180000000000188,8.48475885908663,20,"3/4 conditions met: Large print/block detected (size: 458, vol: 3931); Volume/footprint activity (spike: False, clusters: 2); Large print/block detected (size: 458, vol: 3931)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 12:00:00,1.08194,2024-08-05 08:00:00,1.09112,TIMEOUT,10.0,1.07694,1.1011899999999994,0.09180000000000188,8.48475885908663,20,4/4 conditions met: Gamma/OI detected (162); Gamma/OI detected (162); Gamma/OI detected (162),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 13:00:00,1.0822,2024-08-05 09:00:00,1.09043,TIMEOUT,10.0,1.0772000000000002,1.0996999999999997,0.0822999999999996,7.604878950286416,20,"4/4 conditions met: Large print/block detected (size: 1107, vol: 3767); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (179)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 13:00:00,1.0822,2024-08-05 09:00:00,1.09043,TIMEOUT,10.0,1.0772000000000002,1.0996999999999997,0.0822999999999996,7.604878950286416,20,"3/4 conditions met: Large print/block detected (size: 1107, vol: 3767); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 1107, vol: 3767)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 13:00:00,1.0822,2024-08-05 09:00:00,1.09043,TIMEOUT,10.0,1.0772000000000002,1.1014499999999996,0.0822999999999996,7.604878950286416,20,4/4 conditions met: Gamma/OI detected (179); Gamma/OI detected (179); Gamma/OI detected (179),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 14:00:00,1.08303,2024-08-05 10:00:00,1.09479,TIMEOUT,10.0,1.07803,1.1005299999999996,0.11759999999999993,10.858424974377435,20,"4/4 conditions met: Large print/block detected (size: 18482, vol: 4219); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (274)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 14:00:00,1.08303,2024-08-05 10:00:00,1.09479,TIMEOUT,10.0,1.07803,1.1005299999999996,0.11759999999999993,10.858424974377435,20,"3/4 conditions met: Large print/block detected (size: 18482, vol: 4219); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 18482, vol: 4219)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 14:00:00,1.08303,2024-08-05 10:00:00,1.09479,TIMEOUT,10.0,1.07803,1.1022799999999995,0.11759999999999993,10.858424974377435,20,4/4 conditions met: Gamma/OI detected (274); Gamma/OI detected (274); Gamma/OI detected (274),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 15:00:00,1.08901,2024-08-05 11:00:00,1.09498,TIMEOUT,10.0,1.0840100000000001,1.1065099999999997,0.05970000000000031,5.482043323752794,20,"4/4 conditions met: Large print/block detected (size: 7983, vol: 10249); Volume/footprint activity (spike: True, clusters: 0); Gamma/OI detected (331)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 15:00:00,1.08901,2024-08-05 11:00:00,1.09498,TIMEOUT,10.0,1.0840100000000001,1.1065099999999997,0.05970000000000031,5.482043323752794,20,"3/4 conditions met: Large print/block detected (size: 7983, vol: 10249); Volume/footprint activity (spike: True, clusters: 0); Large print/block detected (size: 7983, vol: 10249)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 15:00:00,1.08901,2024-08-05 11:00:00,1.09498,TIMEOUT,10.0,1.0840100000000001,1.1082599999999996,0.05970000000000031,5.482043323752794,20,4/4 conditions met: Gamma/OI detected (331); Gamma/OI detected (331); Gamma/OI detected (331),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 16:00:00,1.09044,2024-08-05 12:00:00,1.09503,TIMEOUT,10.0,1.0854400000000002,1.1079399999999997,0.04589999999999872,4.209310003301302,20,"4/4 conditions met: Large print/block detected (size: 9278, vol: 10075); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (145)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 16:00:00,1.09044,2024-08-05 12:00:00,1.09503,TIMEOUT,10.0,1.0854400000000002,1.1079399999999997,0.04589999999999872,4.209310003301302,20,"3/4 conditions met: Large print/block detected (size: 9278, vol: 10075); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 9278, vol: 10075)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 16:00:00,1.09044,2024-08-05 12:00:00,1.09503,TIMEOUT,10.0,1.0854400000000002,1.1096899999999996,0.04589999999999872,4.209310003301302,20,4/4 conditions met: Gamma/OI detected (145); Gamma/OI detected (145); Gamma/OI detected (145),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 17:00:00,1.09213,2024-08-05 13:00:00,1.09473,TIMEOUT,10.0,1.0871300000000002,1.1096299999999997,0.025999999999999357,2.3806689679799433,20,"4/4 conditions met: Large print/block detected (size: 12126, vol: 10720); Volume/footprint activity (spike: False, clusters: 4); Gamma/OI detected (278)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 17:00:00,1.09213,2024-08-05 13:00:00,1.09473,TIMEOUT,10.0,1.0871300000000002,1.1096299999999997,0.025999999999999357,2.3806689679799433,20,"3/4 conditions met: Large print/block detected (size: 12126, vol: 10720); Volume/footprint activity (spike: False, clusters: 4); Large print/block detected (size: 12126, vol: 10720)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 17:00:00,1.09213,2024-08-05 13:00:00,1.09473,TIMEOUT,10.0,1.0871300000000002,1.1113799999999996,0.025999999999999357,2.3806689679799433,20,4/4 conditions met: Gamma/OI detected (278); Gamma/OI detected (278); Gamma/OI detected (278),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 18:00:00,1.09122,2024-08-05 14:00:00,1.09617,TIMEOUT,10.0,1.0862200000000002,1.1087199999999997,0.0495000000000001,4.536207180953437,20,"3/4 conditions met: Large print/block detected (size: 21, vol: 7886); Gamma/OI detected (149); Liquidity conditions met (proxy: 2477973)","Block, Footprint, Breakout, Absorption",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 18:00:00,1.09122,2024-08-05 14:00:00,1.09617,TIMEOUT,10.0,1.0862200000000002,1.1104699999999996,0.0495000000000001,4.536207180953437,20,4/4 conditions met: Gamma/OI detected (149); Gamma/OI detected (149); Gamma/OI detected (149),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 19:00:00,1.09109,2024-08-05 15:00:00,1.099,TIMEOUT,10.0,1.08609,1.1085899999999995,0.07910000000000084,7.24963110284219,20,"4/4 conditions met: Large print/block detected (size: 409, vol: 6426); Volume/footprint activity (spike: False, clusters: 2); Gamma/OI detected (177)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 19:00:00,1.09109,2024-08-05 15:00:00,1.099,TIMEOUT,10.0,1.08609,1.1085899999999995,0.07910000000000084,7.24963110284219,20,"3/4 conditions met: Large print/block detected (size: 409, vol: 6426); Volume/footprint activity (spike: False, clusters: 2); Large print/block detected (size: 409, vol: 6426)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 19:00:00,1.09109,2024-08-05 15:00:00,1.099,TIMEOUT,10.0,1.08609,1.1103399999999994,0.07910000000000084,7.24963110284219,20,4/4 conditions met: Gamma/OI detected (177); Gamma/OI detected (177); Gamma/OI detected (177),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 20:00:00,1.09101,2024-08-05 16:00:00,1.09772,TIMEOUT,10.0,1.0860100000000001,1.1085099999999997,0.06709999999999994,6.150264433873194,20,"4/4 conditions met: Large print/block detected (size: 894, vol: 4412); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (157)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 20:00:00,1.09101,2024-08-05 16:00:00,1.09772,TIMEOUT,10.0,1.0860100000000001,1.1085099999999997,0.06709999999999994,6.150264433873194,20,"3/4 conditions met: Large print/block detected (size: 894, vol: 4412); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 894, vol: 4412)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 20:00:00,1.09101,2024-08-05 16:00:00,1.09772,TIMEOUT,10.0,1.0860100000000001,1.1102599999999996,0.06709999999999994,6.150264433873194,20,4/4 conditions met: Gamma/OI detected (157); Gamma/OI detected (157); Gamma/OI detected (157),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 21:00:00,1.09119,2024-08-05 17:00:00,1.09784,TIMEOUT,10.0,1.0861900000000002,1.1086899999999997,0.06649999999999823,6.0942640603376335,20,"4/4 conditions met: Large print/block detected (size: 514, vol: 3491); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (159)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 21:00:00,1.09119,2024-08-05 17:00:00,1.09784,TIMEOUT,10.0,1.0861900000000002,1.1086899999999997,0.06649999999999823,6.0942640603376335,20,"3/4 conditions met: Large print/block detected (size: 514, vol: 3491); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 514, vol: 3491)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 21:00:00,1.09119,2024-08-05 17:00:00,1.09784,TIMEOUT,10.0,1.0861900000000002,1.1104399999999996,0.06649999999999823,6.0942640603376335,20,4/4 conditions met: Gamma/OI detected (159); Gamma/OI detected (159); Gamma/OI detected (159),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 22:00:00,1.09117,2024-08-05 18:00:00,1.09552,TIMEOUT,10.0,1.08617,1.1086699999999996,0.04350000000000076,3.9865465509499676,20,"3/4 conditions met: Large print/block detected (size: 1150, vol: 3779); Gamma/OI detected (207); Liquidity conditions met (proxy: 1187491)","Block, Footprint, Breakout, Absorption",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 22:00:00,1.09117,2024-08-05 18:00:00,1.09552,TIMEOUT,10.0,1.08617,1.1104199999999995,0.04350000000000076,3.9865465509499676,20,4/4 conditions met: Gamma/OI detected (207); Gamma/OI detected (207); Gamma/OI detected (207),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-02 23:00:00,1.09094,2024-08-05 19:00:00,1.09588,TIMEOUT,10.0,1.0859400000000001,1.1084399999999996,0.049399999999999444,4.528205034190647,20,"4/4 conditions met: Large print/block detected (size: 808, vol: 1790); Volume/footprint activity (spike: False, clusters: 4); Gamma/OI detected (186)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-02 23:00:00,1.09094,2024-08-05 19:00:00,1.09588,TIMEOUT,10.0,1.0859400000000001,1.1084399999999996,0.049399999999999444,4.528205034190647,20,"3/4 conditions met: Large print/block detected (size: 808, vol: 1790); Volume/footprint activity (spike: False, clusters: 4); Large print/block detected (size: 808, vol: 1790)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-02 23:00:00,1.09094,2024-08-05 19:00:00,1.09588,TIMEOUT,10.0,1.0859400000000001,1.1101899999999996,0.049399999999999444,4.528205034190647,20,4/4 conditions met: Gamma/OI detected (186); Gamma/OI detected (186); Gamma/OI detected (186),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-05 00:00:00,1.09189,2024-08-05 20:00:00,1.0952,TIMEOUT,10.0,1.0868900000000001,1.1093899999999997,0.03309999999999924,3.031440896060889,20,"3/4 conditions met: Large print/block detected (size: 1723, vol: 269); Gamma/OI detected (206); Liquidity conditions met (proxy: 84491)","Block, Footprint, Breakout, Absorption",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-05 00:00:00,1.09189,2024-08-05 20:00:00,1.0952,TIMEOUT,10.0,1.0868900000000001,1.1111399999999996,0.03309999999999924,3.031440896060889,20,4/4 conditions met: Gamma/OI detected (206); Gamma/OI detected (206); Gamma/OI detected (206),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-05 01:00:00,1.0905,2024-08-05 21:00:00,1.095,TIMEOUT,10.0,1.0855000000000001,1.1079999999999997,0.044999999999999485,4.126547455295689,20,"4/4 conditions met: Large print/block detected (size: 5920, vol: 1992); Volume/footprint activity (spike: False, clusters: 4); Gamma/OI detected (120)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-05 01:00:00,1.0905,2024-08-05 21:00:00,1.095,TIMEOUT,10.0,1.0855000000000001,1.1079999999999997,0.044999999999999485,4.126547455295689,20,"3/4 conditions met: Large print/block detected (size: 5920, vol: 1992); Volume/footprint activity (spike: False, clusters: 4); Large print/block detected (size: 5920, vol: 1992)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-05 01:00:00,1.0905,2024-08-05 21:00:00,1.095,TIMEOUT,10.0,1.0855000000000001,1.1097499999999996,0.044999999999999485,4.126547455295689,20,4/4 conditions met: Gamma/OI detected (120); Gamma/OI detected (120); Gamma/OI detected (120),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-05 02:00:00,1.09093,2024-08-05 22:00:00,1.09577,TIMEOUT,10.0,1.08593,1.1084299999999996,0.048399999999999554,4.436581632185342,20,"4/4 conditions met: Large print/block detected (size: 13, vol: 5091); Volume/footprint activity (spike: False, clusters: 2); Gamma/OI detected (57)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-05 02:00:00,1.09093,2024-08-05 22:00:00,1.09577,TIMEOUT,10.0,1.08593,1.1084299999999996,0.048399999999999554,4.436581632185342,20,"3/4 conditions met: Large print/block detected (size: 13, vol: 5091); Volume/footprint activity (spike: False, clusters: 2); Large print/block detected (size: 13, vol: 5091)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-05 02:00:00,1.09093,2024-08-05 22:00:00,1.09577,TIMEOUT,10.0,1.08593,1.1101799999999995,0.048399999999999554,4.436581632185342,20,4/4 conditions met: Gamma/OI detected (57); Gamma/OI detected (57); Gamma/OI detected (57),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-05 03:00:00,1.09156,2024-08-05 23:00:00,1.09495,TIMEOUT,10.0,1.0865600000000002,1.1090599999999997,0.03390000000000004,3.105646963978163,20,"4/4 conditions met: Large print/block detected (size: 15961, vol: 6467); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (152)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-05 03:00:00,1.09156,2024-08-05 23:00:00,1.09495,TIMEOUT,10.0,1.0865600000000002,1.1090599999999997,0.03390000000000004,3.105646963978163,20,"3/4 conditions met: Large print/block detected (size: 15961, vol: 6467); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 15961, vol: 6467)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
