node_name,timestamp,confidence,signal_strength,market_condition
Dark Pool Signature / Block Print Node,2024-06-27 15:00:00,Medium,1.0,normal
Block Order Footprint Detection,2024-06-28 09:00:00,Medium,1.0,normal
Dark Pool Signature / Block Print Node,2024-06-28 09:00:00,Medium,1.0,normal
Block Order Footprint Detection,2024-06-28 10:00:00,Medium,1.0,normal
Fusion Node—Liquidity + Gamma + Time,2024-06-28 10:00:00,Medium,1.0,normal
Dark Pool Signature / Block Print Node,2024-06-28 10:00:00,Medium,1.0,normal
Fusion Node—Liquidity + Gamma + Time,2024-06-28 12:00:00,Medium,1.0,normal
Block Order Footprint Detection,2024-06-28 15:00:00,Medium,1.0,normal
Dark Pool Signature / Block Print Node,2024-06-28 15:00:00,Medium,1.0,normal
Block Order Footprint Detection,2024-06-28 17:00:00,Medium,1.0,normal
Dark Pool Signature / Block Print Node,2024-06-28 17:00:00,Medium,1.0,normal
