node_name,timestamp,confidence,signal_strength,market_condition
Dark Pool Signature / Block Print Node,2021-08-04 17:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2021-08-19 17:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2021-08-27 17:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2021-09-22 21:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2021-10-28 16:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-01-03 16:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-01-06 17:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-01-12 15:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-01-26 21:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-02-24 11:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-02-24 17:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-05-04 21:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-05-19 17:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-06-09 16:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-06-15 22:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-07-13 17:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-07-21 16:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-08-18 16:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-08-23 10:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-09-13 15:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-09-21 21:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-10-21 16:00:00,High,1.0,normal
Dark Pool Signature / Block Print Node,2022-12-15 16:00:00,High,1.0,normal
